name,rarity,power,toughness,types,type,supertypes,subtypes,setCode,loyalty,life,text,cardParts,colorIdentity,edhrecRank,edhrecSaltiness,faceConvertedManaCost,faceManaValue,faceName,keywords,manaCost,manaValue
Goldvein Pick,common,,,Artifact,Artifact — Equipment,,Equipment,KHM,,,"Equipped creature gets +1/+1.\nWhenever equipped creature deals combat damage to a player, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")\nEquip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",,,2205.0,0.07,,,,"Equip, Treasure",{2},2.0
Youthful Valkyrie,uncommon,1,3,Creature,Creature — Angel,,Angel,KHM,,,"Flying\nWhenever another Angel you control enters, put a +1/+1 counter on this creature.",,W,3572.0,0.17,,,,Flying,{1}{W},2.0
Plains,common,,,Land,Basic Land — Plains,Basic,Plains,KHM,,,({T}: Add {W}.),,W,,0.45,,,,,,0.0
Island,common,,,Land,Basic Land — Island,Basic,Island,KHM,,,({T}: Add {U}.),,U,,0.64,,,,,,0.0
Swamp,common,,,Land,Basic Land — Swamp,Basic,Swamp,KHM,,,({T}: Add {B}.),,B,,0.48,,,,,,0.0
Mountain,common,,,Land,Basic Land — Mountain,Basic,Mountain,KHM,,,({T}: Add {R}.),,R,,0.51,,,,,,0.0
Forest,common,,,Land,Basic Land — Forest,Basic,Forest,KHM,,,({T}: Add {G}.),,G,,0.38,,,,,,0.0
Authority of the Consuls,rare,,,Enchantment,Enchantment,,,KLR,,,"Creatures your opponents control enter tapped.\nWhenever a creature an opponent controls enters, you gain 1 life.",,W,615.0,1.16,,,,,{W},1.0
Fumigate,rare,,,Sorcery,Sorcery,,,KLR,,,Destroy all creatures. You gain 1 life for each creature destroyed this way.,,W,1009.0,0.44,,,,,{3}{W}{W},5.0
Inspired Charge,common,,,Instant,Instant,,,KLR,,,Creatures you control get +2/+1 until end of turn.,,W,16286.0,,,,,,{2}{W}{W},4.0
Gearseeker Serpent,common,5,6,Creature,Creature — Serpent,,Serpent,KLR,,,Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)\n{5}{U}: This creature can't be blocked this turn.,,U,16315.0,,,,,Affinity,{5}{U}{U},7.0
Druid of the Cowl,common,1,3,Creature,Creature — Elf Druid,,"Elf, Druid",KLR,,,{T}: Add {G}.,,G,7948.0,,,,,,{1}{G},2.0
Cloudblazer,uncommon,2,2,Creature,Creature — Human Scout,,"Human, Scout",KLR,,,"Flying\nWhen this creature enters, you gain 2 life and draw two cards.",,"U, W",2730.0,0.1,,,,Flying,{3}{W}{U},5.0
Cultivator's Caravan,rare,5,5,Artifact,Artifact — Vehicle,,Vehicle,KLR,,,{T}: Add one mana of any color.\nCrew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.),,,2412.0,,,,,Crew,{3},3.0
Prophetic Prism,common,,,Artifact,Artifact,,,KLR,,,"When this artifact enters, draw a card.\n{1}, {T}: Add one mana of any color.",,,4119.0,0.06,,,,,{2},2.0
Blooming Marsh,rare,,,Land,Land,,,KLR,,,This land enters tapped unless you control two or fewer other lands.\n{T}: Add {B} or {G}.,,"B, G",1656.0,0.03,,,,,,0.0
Botanical Sanctum,rare,,,Land,Land,,,KLR,,,This land enters tapped unless you control two or fewer other lands.\n{T}: Add {G} or {U}.,,"G, U",1749.0,0.08,,,,,,0.0
Concealed Courtyard,rare,,,Land,Land,,,KLR,,,This land enters tapped unless you control two or fewer other lands.\n{T}: Add {W} or {B}.,,"B, W",1180.0,0.02,,,,,,0.0
Inspiring Vantage,rare,,,Land,Land,,,KLR,,,This land enters tapped unless you control two or fewer other lands.\n{T}: Add {R} or {W}.,,"R, W",1739.0,0.03,,,,,,0.0
Spirebluff Canal,rare,,,Land,Land,,,KLR,,,This land enters tapped unless you control two or fewer other lands.\n{T}: Add {U} or {R}.,,"R, U",1887.0,0.17,,,,,,0.0
Plains,common,,,Land,Basic Land — Plains,Basic,Plains,KLR,,,({T}: Add {W}.),,W,,0.45,,,,,,0.0
Island,common,,,Land,Basic Land — Island,Basic,Island,KLR,,,({T}: Add {U}.),,U,,0.64,,,,,,0.0
Swamp,common,,,Land,Basic Land — Swamp,Basic,Swamp,KLR,,,({T}: Add {B}.),,B,,0.48,,,,,,0.0
Mountain,common,,,Land,Basic Land — Mountain,Basic,Mountain,KLR,,,({T}: Add {R}.),,R,,0.51,,,,,,0.0
Forest,common,,,Land,Basic Land — Forest,Basic,Forest,KLR,,,({T}: Add {G}.),,G,,0.38,,,,,,0.0
Cancel,common,,,Instant,Instant,,,KTK,,,Counter target spell.,,U,2027.0,0.27,,,,,{1}{U}{U},3.0
Disdainful Stroke,common,,,Instant,Instant,,,KTK,,,Counter target spell with mana value 4 or greater.,,U,2168.0,0.31,,,,,{1}{U},2.0
Monastery Swiftspear,uncommon,1,2,Creature,Creature — Human Monk,,"Human, Monk",KTK,,,"Haste\nProwess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)",,R,6408.0,0.12,,,,"Haste, Prowess",{R},1.0
Bloodfell Caves,common,,,Land,Land,,,KTK,,,"This land enters tapped.\nWhen this land enters, you gain 1 life.\n{T}: Add {B} or {R}.",,"B, R",882.0,,,,,,,0.0
Blossoming Sands,common,,,Land,Land,,,KTK,,,"This land enters tapped.\nWhen this land enters, you gain 1 life.\n{T}: Add {G} or {W}.",,"G, W",1024.0,0.03,,,,,,0.0
Dismal Backwater,common,,,Land,Land,,,KTK,,,"This land enters tapped.\nWhen this land enters, you gain 1 life.\n{T}: Add {U} or {B}.",,"B, U",868.0,,,,,,,0.0
Frontier Bivouac,uncommon,,,Land,Land,,,KTK,,,"This land enters tapped.\n{T}: Add {G}, {U}, or {R}.",,"G, R, U",361.0,0.02,,,,,,0.0
Jungle Hollow,common,,,Land,Land,,,KTK,,,"This land enters tapped.\nWhen this land enters, you gain 1 life.\n{T}: Add {B} or {G}.",,"B, G",716.0,0.08,,,,,,0.0
Mystic Monastery,uncommon,,,Land,Land,,,KTK,,,"This land enters tapped.\n{T}: Add {U}, {R}, or {W}.",,"R, U, W",391.0,0.04,,,,,,0.0
Nomad Outpost,uncommon,,,Land,Land,,,KTK,,,"This land enters tapped.\n{T}: Add {R}, {W}, or {B}.",,"B, R, W",352.0,0.16,,,,,,0.0
Opulent Palace,uncommon,,,Land,Land,,,KTK,,,"This land enters tapped.\n{T}: Add {B}, {G}, or {U}.",,"B, G, U",369.0,,,,,,,0.0
Rugged Highlands,common,,,Land,Land,,,KTK,,,"This land enters tapped.\nWhen this land enters, you gain 1 life.\n{T}: Add {R} or {G}.",,"G, R",1253.0,,,,,,,0.0
Sandsteppe Citadel,uncommon,,,Land,Land,,,KTK,,,"This land enters tapped.\n{T}: Add {W}, {B}, or {G}.",,"B, G, W",460.0,,,,,,,0.0
Scoured Barrens,common,,,Land,Land,,,KTK,,,"This land enters tapped.\nWhen this land enters, you gain 1 life.\n{T}: Add {W} or {B}.",,"B, W",658.0,,,,,,,0.0
Swiftwater Cliffs,common,,,Land,Land,,,KTK,,,"This land enters tapped.\nWhen this land enters, you gain 1 life.\n{T}: Add {U} or {R}.",,"R, U",972.0,0.12,,,,,,0.0
Thornwood Falls,common,,,Land,Land,,,KTK,,,"This land enters tapped.\nWhen this land enters, you gain 1 life.\n{T}: Add {G} or {U}.",,"G, U",864.0,0.02,,,,,,0.0
Tranquil Cove,common,,,Land,Land,,,KTK,,,"This land enters tapped.\nWhen this land enters, you gain 1 life.\n{T}: Add {W} or {U}.",,"U, W",1031.0,,,,,,,0.0
Wind-Scarred Crag,common,,,Land,Land,,,KTK,,,"This land enters tapped.\nWhen this land enters, you gain 1 life.\n{T}: Add {R} or {W}.",,"R, W",987.0,,,,,,,0.0
Plains,common,,,Land,Basic Land — Plains,Basic,Plains,KTK,,,({T}: Add {W}.),,W,,0.45,,,,,,0.0
Island,common,,,Land,Basic Land — Island,Basic,Island,KTK,,,({T}: Add {U}.),,U,,0.64,,,,,,0.0
Swamp,common,,,Land,Basic Land — Swamp,Basic,Swamp,KTK,,,({T}: Add {B}.),,B,,0.48,,,,,,0.0
Mountain,common,,,Land,Basic Land — Mountain,Basic,Mountain,KTK,,,({T}: Add {R}.),,R,,0.51,,,,,,0.0
Forest,common,,,Land,Basic Land — Forest,Basic,Forest,KTK,,,({T}: Add {G}.),,G,,0.38,,,,,,0.0
Abuelo's Awakening,rare,,,Sorcery,Sorcery,,,LCI,,,Return target artifact or non-Aura enchantment card from your graveyard to the battlefield with X additional +1/+1 counters on it. It's a 1/1 Spirit creature with flying in addition to its other types.,,W,14612.0,0.14,,,,,{X}{3}{W},4.0
Acrobatic Leap,common,,,Instant,Instant,,,LCI,,,Target creature gets +1/+3 and gains flying until end of turn. Untap it.,,W,11090.0,0.06,,,,,{W},1.0
Adaptive Gemguard,common,3,3,"Artifact, Creature",Artifact Creature — Gnome,,Gnome,LCI,,,Tap two untapped artifacts and/or creatures you control: Put a +1/+1 counter on this creature. Activate only as a sorcery.,,W,17673.0,0.09,,,,,{3}{W},4.0
Attentive Sunscribe,common,2,2,"Artifact, Creature",Artifact Creature — Gnome,,Gnome,LCI,,,"Whenever this creature becomes tapped, scry 1. (Look at the top card of your library. You may put that card on the bottom.)",,W,15567.0,,,,,Scry,{1}{W},2.0
Bat Colony,uncommon,,,Enchantment,Enchantment,,,LCI,,,"When this enchantment enters, create a 1/1 black Bat creature token with flying for each mana from a Cave spent to cast it.\nWhenever a Cave you control enters, put a +1/+1 counter on target creature you control.",,W,18543.0,0.07,,,,,{2}{W},3.0
Clay-Fired Bricks // Cosmium Kiln,uncommon,,,Artifact,Artifact,,,LCI,,,"When this artifact enters, search your library for a basic Plains card, reveal it, put it into your hand, then shuffle. You gain 2 life.\nCraft with artifact {5}{W}{W} ({5}{W}{W}, Exile this artifact, Exile another artifact you control or an artifact card from your graveyard: Return this card transformed under its owner's control. Craft only as a sorcery.)",,W,10016.0,0.02,2.0,2.0,Clay-Fired Bricks,"Craft, Transform",{1}{W},2.0
Clay-Fired Bricks // Cosmium Kiln,uncommon,,,Artifact,Artifact,,,LCI,,,"When this artifact enters, create two 1/1 colorless Gnome artifact creature tokens.\nCreatures you control get +1/+1.",,W,10016.0,0.02,0.0,0.0,Cosmium Kiln,,,2.0
Cosmium Blast,common,,,Instant,Instant,,,LCI,,,Cosmium Blast deals 4 damage to target attacking or blocking creature.,,W,17582.0,0.04,,,,,{1}{W},2.0
Dauntless Dismantler,uncommon,1,4,Creature,Creature — Human Artificer,,"Human, Artificer",LCI,,,"Artifacts your opponents control enter tapped.\n{X}{X}{W}, Sacrifice this creature: Destroy each artifact with mana value X.",,W,2058.0,0.61,,,,,{1}{W},2.0
Deconstruction Hammer,common,,,Artifact,Artifact — Equipment,,Equipment,LCI,,,"Equipped creature gets +1/+1 and has ""{3}, {T}, Sacrifice Deconstruction Hammer: Destroy target artifact or enchantment.""\nEquip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",,W,13823.0,0.11,,,,Equip,{W},1.0
Dusk Rose Reliquary,uncommon,,,Artifact,Artifact,,,LCI,,,"As an additional cost to cast this spell, sacrifice an artifact or creature.\nWard {2}\nWhen this artifact enters, exile target artifact or creature an opponent controls until this artifact leaves the battlefield.",,W,8887.0,0.17,,,,Ward,{W},1.0
Envoy of Okinec Ahau,common,3,3,Creature,Creature — Cat Advisor,,"Cat, Advisor",LCI,,,{4}{W}: Create a 1/1 colorless Gnome artifact creature token.,,W,19918.0,,,,,,{2}{W},3.0
Fabrication Foundry,rare,,,Artifact,Artifact,,,LCI,,,"{T}: Add {W}. Spend this mana only to cast an artifact spell or activate an ability of an artifact source.\n{2}{W}, {T}, Exile one or more other artifacts you control with total mana value X: Return target artifact card with mana value X or less from your graveyard to the battlefield. Activate only as a sorcery.",,W,8879.0,0.02,,,,,{1}{W},2.0
Family Reunion,common,,,Instant,Instant,,,LCI,,,Choose one —\n• Creatures you control get +1/+1 until end of turn.\n• Creatures you control gain hexproof until end of turn. (They can't be the targets of spells or abilities your opponents control.),,W,10592.0,0.06,,,,,{1}{W},2.0
Get Lost,rare,,,Instant,Instant,,,LCI,,,"Destroy target creature, enchantment, or planeswalker. Its controller creates two Map tokens. (They're artifacts with ""{1}, {T}, Sacrifice this token: Target creature you control explores. Activate only as a sorcery."")",,W,1581.0,0.25,,,,Explore,{1}{W},2.0
Glorifier of Suffering,common,3,2,Creature,Creature — Vampire Soldier,,"Vampire, Soldier",LCI,,,"When this creature enters, you may sacrifice another creature or artifact. When you do, put a +1/+1 counter on each of up to two target creatures.",,W,17903.0,0.08,,,,,{2}{W},3.0
Guardian of the Great Door,uncommon,4,4,Creature,Creature — Angel,,Angel,LCI,,,"As an additional cost to cast this spell, tap four untapped artifacts, creatures, and/or lands you control.\nFlying",,W,19010.0,0.04,,,,Flying,{W}{W},2.0
Helping Hand,uncommon,,,Sorcery,Sorcery,,,LCI,,,Return target creature card with mana value 3 or less from your graveyard to the battlefield tapped.,,W,6844.0,0.09,,,,,{W},1.0
Ironpaw Aspirant,common,1,2,Creature,Creature — Cat Warrior,,"Cat, Warrior",LCI,,,"When this creature enters, put a +1/+1 counter on target creature.",,W,13317.0,,,,,,{1}{W},2.0
Kinjalli's Dawnrunner,uncommon,1,1,Creature,Creature — Human Scout,,"Human, Scout",LCI,,,"Double strike\nWhen this creature enters, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",,W,19204.0,0.08,,,,"Double strike, Explore",{2}{W},3.0
Kutzil's Flanker,rare,3,1,Creature,Creature — Cat Warrior,,"Cat, Warrior",LCI,,,"Flash\nWhen this creature enters, choose one —\n• Put a +1/+1 counter on this creature for each creature that left the battlefield under your control this turn.\n• You gain 2 life and scry 2.\n• Exile target player's graveyard.",,W,8174.0,0.07,,,,"Flash, Scry",{2}{W},3.0
Malamet War Scribe,uncommon,4,3,Creature,Creature — Cat Warrior,,"Cat, Warrior",LCI,,,"When this creature enters, creatures you control get +2/+1 until end of turn.",,W,17753.0,0.03,,,,,{3}{W}{W},5.0
Market Gnome,uncommon,0,3,"Artifact, Creature",Artifact Creature — Gnome,,Gnome,LCI,,,"When this creature dies, you gain 1 life and draw a card.\nWhen this creature is exiled from the battlefield while you're activating a craft ability, you gain 1 life and draw a card.",,W,9652.0,0.02,,,,,{W},1.0
Might of the Ancestors,uncommon,,,Enchantment,Enchantment,,,LCI,,,"At the beginning of combat on your turn, target creature you control gets +2/+0 and gains vigilance until end of turn.",,W,15969.0,0.04,,,,,{2}{W},3.0
Miner's Guidewing,common,1,1,Creature,Creature — Bird,,Bird,LCI,,,"Flying, vigilance\nWhen this creature dies, target creature you control explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on that creature, then put the card back or put it into your graveyard.)",,W,10699.0,0.09,,,,"Explore, Flying, Vigilance",{W},1.0
Mischievous Pup,uncommon,3,1,Creature,Creature — Dog,,Dog,LCI,,,"Flash (You may cast this spell any time you could cast an instant.)\nWhen this creature enters, return up to one other target permanent you control to its owner's hand.",,W,11735.0,0.07,,,,Flash,{2}{W},3.0
"Ojer Taq, Deepest Foundation // Temple of Civilization",mythic,6,6,Creature,Legendary Creature — God,Legendary,God,LCI,,,"Vigilance\nIf one or more creature tokens would be created under your control, three times that many of those tokens are created instead.\nWhen Ojer Taq dies, return it to the battlefield tapped and transformed under its owner's control.",,W,735.0,1.11,6.0,6.0,"Ojer Taq, Deepest Foundation","Transform, Vigilance",{4}{W}{W},6.0
"Ojer Taq, Deepest Foundation // Temple of Civilization",mythic,,,Land,Land,,,LCI,,,"(Transforms from Ojer Taq, Deepest Foundation.)\n{T}: Add {W}.\n{2}{W}, {T}: Transform this land. Activate only if you attacked with three or more creatures this turn and only as a sorcery.",,W,735.0,1.11,0.0,0.0,Temple of Civilization,Transform,,6.0
Oltec Archaeologists,common,4,4,Creature,Creature — Human Artificer Scout,,"Human, Artificer, Scout",LCI,,,"When this creature enters, choose one —\n• Return target artifact card from your graveyard to your hand.\n• Scry 3. (Look at the top three cards of your library, then put any number of them on the bottom and the rest on top in any order.)",,W,19884.0,,,,,Scry,{4}{W},5.0
Oltec Cloud Guard,common,3,2,Creature,Creature — Human Soldier,,"Human, Soldier",LCI,,,"Flying\nWhen this creature enters, create a 1/1 colorless Gnome artifact creature token.",,W,19517.0,,,,,Flying,{3}{W},4.0
Oteclan Landmark // Oteclan Levitator,common,,,Artifact,Artifact,,,LCI,,,"When this artifact enters, scry 2.\nCraft with artifact {2}{W} ({2}{W}, Exile this artifact, Exile another artifact you control or an artifact card from your graveyard: Return this card transformed under its owner's control. Craft only as a sorcery.)",,W,13664.0,0.11,1.0,1.0,Oteclan Landmark,"Craft, Scry, Transform",{W},1.0
Oteclan Landmark // Oteclan Levitator,common,1,4,"Artifact, Creature",Artifact Creature — Golem,,Golem,LCI,,,"Flying\nWhenever this creature attacks, target attacking creature without flying gains flying until end of turn.",,W,13664.0,0.11,0.0,0.0,Oteclan Levitator,Flying,,1.0
Petrify,common,,,Enchantment,Enchantment — Aura,,Aura,LCI,,,"Enchant artifact or creature\nEnchanted permanent can't attack or block, and its activated abilities can't be activated.",,W,7124.0,0.4,,,,Enchant,{1}{W},2.0
Quicksand Whirlpool,common,,,Instant,Instant,,,LCI,,,This spell costs {3} less to cast if it targets a tapped creature.\nExile target creature.,,W,18504.0,,,,,,{5}{W},6.0
Resplendent Angel,mythic,3,3,Creature,Creature — Angel,,Angel,LCI,,,"Flying\nAt the beginning of each end step, if you gained 5 or more life this turn, create a 4/4 white Angel creature token with flying and vigilance.\n{3}{W}{W}{W}: Until end of turn, this creature gets +2/+2 and gains lifelink.",,W,2188.0,0.28,,,,Flying,{1}{W}{W},3.0
Ruin-Lurker Bat,uncommon,1,1,Creature,Creature — Bat,,Bat,LCI,,,"Flying, lifelink\nAt the beginning of your end step, if you descended this turn, scry 1. (You descended if a permanent card was put into your graveyard from anywhere.)",,W,7924.0,0.05,,,,"Flying, Lifelink, Scry",{W},1.0
Sanguine Evangelist,rare,2,1,Creature,Creature — Vampire Cleric,,"Vampire, Cleric",LCI,,,"Battle cry (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn.)\nWhen this creature enters or dies, create a 1/1 black Bat creature token with flying.",,W,9033.0,0.03,,,,Battle Cry,{2}{W},3.0
