subtypes,toughness,type,name,rarity,historic,manaCost,power,text,types,alchemy,faceConvertedManaCost
Arlinn,,Legendary Planeswalker — Arlinn,"Arlinn, the Pack's Hope // Arlinn, the Moon's Fury",mythic,Legal,{2}{R}{G},,"Daybound (If a player casts no spells during their own turn, it becomes night next turn.)\n[+1]: Until your next turn, you may cast creature spells as though they had flash, and each creature you control enters with an additional +1/+1 counter on it.\n[−3]: Create two 2/2 green Wolf creature tokens.",Planeswalker,,4.0
Arlinn,,Legendary Planeswalker — Arlinn,"Arlinn, the Pack's Hope // Arlinn, the Moon's Fury",mythic,Legal,,,"Nightbound (If a player casts at least two spells during their own turn, it becomes day next turn.)\n[+2]: Add {R}{G}.\n[0]: Until end of turn, Arlinn becomes a 5/5 Werewolf creature with trample, indestructible, and haste.",Planeswalker,,0.0
"Zombie, Soldier",3,Creature — Zombie Soldier,Bladestitched Skaab,uncommon,Legal,{U}{B},2,Other Zombies you control get +1/+0.,Creature,,
,,Sorcery,Can't Stay Away,rare,Legal,{W}{B},,"Return target creature card with mana value 3 or less from your graveyard to the battlefield. It gains ""If this creature would die, exile it instead.""\nFlashback {3}{W}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",Sorcery,,
,,Instant,Corpse Cobble,uncommon,Legal,{U}{B},,"As an additional cost to cast this spell, sacrifice any number of creatures.\nCreate an X/X blue and black Zombie creature token with menace, where X is the total power of the sacrificed creatures.\nFlashback {3}{U}{B} (You may cast this card from your graveyard for its flashback cost and any additional costs. Then exile it.)",Instant,,
,,Sorcery,Croaking Counterpart,rare,Legal,{1}{G}{U},,"Create a token that's a copy of target non-Frog creature, except it's a 1/1 green Frog.\nFlashback {3}{G}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",Sorcery,,
"Human, Warlock",3,Creature — Human Warlock,Dawnhart Wardens,uncommon,Legal,{1}{G}{W},3,"Vigilance\nCoven — At the beginning of combat on your turn, if you control three or more creatures with different powers, creatures you control get +1/+0 until end of turn.",Creature,,
"Human, Soldier",3,Legendary Creature — Human Soldier,"Dennick, Pious Apprentice // Dennick, Pious Apparition",rare,Legal,{W}{U},2,Lifelink\nCards in graveyards can't be the targets of spells or abilities.\nDisturb {2}{W}{U} (You may cast this card from your graveyard transformed for its disturb cost.),Creature,,2.0
"Spirit, Soldier",2,Legendary Creature — Spirit Soldier,"Dennick, Pious Apprentice // Dennick, Pious Apparition",rare,Legal,,3,"Flying\nWhenever one or more creature cards are put into graveyards from anywhere, investigate. This ability triggers only once each turn. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")\nIf Dennick would be put into a graveyard from anywhere, exile it instead.",Creature,,0.0
"Human, Peasant",1,Creature — Human Peasant,Devoted Grafkeeper // Departed Soulkeeper,uncommon,,{W}{U},2,"When this creature enters, mill two cards.\nWhenever you cast a spell from your graveyard, tap target creature you don't control.\nDisturb {1}{W}{U} (You may cast this card from your graveyard transformed for its disturb cost.)",Creature,,2.0
Spirit,1,Creature — Spirit,Devoted Grafkeeper // Departed Soulkeeper,uncommon,,,3,"Flying\nThis creature can block only creatures with flying.\nIf Departed Soulkeeper would be put into a graveyard from anywhere, exile it instead.",Creature,,0.0
"Human, Peasant",2,Creature — Human Peasant,A-Devoted Grafkeeper // A-Departed Soulkeeper,uncommon,Legal,{W}{U},2,"When Devoted Grafkeeper enters, mill four cards.\nWhenever you cast a spell from your graveyard, tap target creature you don't control.\nDisturb {1}{W}{U} (You may cast this card from your graveyard transformed for its disturb cost.)",Creature,,2.0
Spirit,1,Creature — Spirit,A-Devoted Grafkeeper // A-Departed Soulkeeper,uncommon,Legal,,3,"Flying\nIf Departed Soulkeeper would be put into a graveyard from anywhere, exile it instead.",Creature,,0.0
,,Sorcery,Dire-Strain Rampage,rare,Legal,{1}{R}{G},,"Destroy target artifact, enchantment, or land. If a land was destroyed this way, its controller may search their library for up to two basic land cards, put them onto the battlefield tapped, then shuffle. Otherwise, its controller may search their library for a basic land card, put it onto the battlefield tapped, then shuffle.\nFlashback {3}{R}{G}",Sorcery,,
,,Sorcery,Diregraf Rebirth,uncommon,Legal,{3}{B}{G},,This spell costs {1} less to cast for each creature that died this turn.\nReturn target creature card from your graveyard to the battlefield.\nFlashback {5}{B}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.),Sorcery,,
,,Instant,Faithful Mending,uncommon,Legal,{W}{U},,"You gain 2 life, draw two cards, then discard two cards.\nFlashback {1}{W}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",Instant,,
"Human, Assassin",2,Creature — Human Assassin,Fleshtaker,uncommon,Legal,{W}{B},2,"Whenever you sacrifice another creature, you gain 1 life and scry 1. (Look at the top card of your library. You may put that card on the bottom.)\n{1}, Sacrifice another creature: This creature gets +2/+2 until end of turn.",Creature,,
"Vampire, Noble",3,Legendary Creature — Vampire Noble,"Florian, Voldaren Scion",rare,Legal,{1}{B}{R},3,"First strike\nAt the beginning of each of your postcombat main phases, look at the top X cards of your library, where X is the total amount of life your opponents lost this turn. Exile one of those cards and put the rest on the bottom of your library in a random order. You may play the exiled card this turn.",Creature,,
,,Instant,Galvanic Iteration,rare,Legal,{U}{R},,"When you next cast an instant or sorcery spell this turn, copy that spell. You may choose new targets for the copy.\nFlashback {1}{U}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",Instant,,
,,Sorcery,Ghoulcaller's Harvest,rare,Legal,{B}{G},,"Create X 2/2 black Zombie creature tokens with decayed, where X is half the number of creature cards in your graveyard, rounded up. (A creature with decayed can't block. When it attacks, sacrifice it at end of combat.)\nFlashback {3}{B}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",Sorcery,,
"Zombie, Bear",3,Creature — Zombie Bear,Grizzly Ghoul,uncommon,Legal,{2}{B}{G},4,Trample\nThis creature enters with a +1/+1 counter on it for each creature that died this turn.,Creature,,
,,Sorcery,Hallowed Respite,rare,Legal,{W}{U},,"Exile target nonlegendary creature, then return it to the battlefield under its owner's control. If it entered under your control, put a +1/+1 counter on it. Otherwise, tap it.\nFlashback {1}{W}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",Sorcery,,
,,Sorcery,Hungry for More,uncommon,Legal,{B}{R},,"Create a 3/1 black and red Vampire creature token with trample, lifelink, and haste. Sacrifice it at the beginning of the next end step.\nFlashback {1}{B}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",Sorcery,,
,,Sorcery,Join the Dance,uncommon,Legal,{G}{W},,Create two 1/1 white Human creature tokens.\nFlashback {3}{G}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.),Sorcery,,
"Human, Warlock",1,Legendary Creature — Human Warlock,"Katilda, Dawnhart Prime",rare,Legal,{G}{W},1,"Protection from Werewolves\nHuman creatures you control have ""{T}: Add one mana of any of this creature's colors.""\n{4}{G}{W}, {T}: Put a +1/+1 counter on each creature you control.",Creature,,
"Human, Werewolf",2,Creature — Human Werewolf,Kessig Naturalist // Lord of the Ulvenwald,uncommon,Legal,{R}{G},2,"Whenever this creature attacks, add {R} or {G}. Until end of turn, you don't lose this mana as steps and phases end.\nDaybound (If a player casts no spells during their own turn, it becomes night next turn.)",Creature,,2.0
Werewolf,3,Creature — Werewolf,Kessig Naturalist // Lord of the Ulvenwald,uncommon,Legal,,3,"Other Wolves and Werewolves you control get +1/+1.\nWhenever this creature attacks, add {R} or {G}. Until end of turn, you don't lose this mana as steps and phases end.\nNightbound (If a player casts at least two spells during their own turn, it becomes day next turn.)",Creature,,0.0
Angel,5,Legendary Creature — Angel,"Liesa, Forgotten Archangel",rare,Legal,{2}{W}{W}{B},4,"Flying, lifelink\nWhenever another nontoken creature you control dies, return that card to its owner's hand at the beginning of the next end step.\nIf a creature an opponent controls would die, exile it instead.",Creature,,
"Human, Wizard",3,Legendary Creature — Human Wizard,"Ludevic, Necrogenius // Olag, Ludevic's Hubris",rare,Legal,{U}{B},2,"Whenever Ludevic enters or attacks, mill a card.\n{X}{U}{U}{B}{B}, Exile X creature cards from your graveyard: Transform Ludevic. X can't be 0. Activate only as a sorcery.",Creature,,2.0
Zombie,4,Legendary Creature — Zombie,"Ludevic, Necrogenius // Olag, Ludevic's Hubris",rare,Legal,,4,"As this creature transforms into Olag, Ludevic's Hubris, it becomes a copy of a creature card exiled with it, except its name is Olag, Ludevic's Hubris, it's 4/4, and it's a legendary blue and black Zombie in addition to its other colors and types. Put a number of +1/+1 counters on Olag equal to the number of creature cards exiled with it.",Creature,,0.0
Horror,*,Legendary Creature — Horror,Old Stickfingers,rare,Legal,{X}{B}{G},*,"When you cast this spell, reveal cards from the top of your library until you reveal X creature cards. Put all creature cards revealed this way into your graveyard, then put the rest on the bottom of your library in a random order.\nOld Stickfingers's power and toughness are each equal to the number of creature cards in your graveyard.",Creature,,
"Human, Knight",3,Legendary Creature — Human Knight,"Rem Karolus, Stalwart Slayer",rare,Legal,{1}{R}{W},2,"Flying, haste\nIf a spell would deal damage to you or another permanent you control, prevent that damage.\nIf a spell would deal damage to an opponent or a permanent an opponent controls, it deals that much damage plus 1 instead.",Creature,,
,,Instant,Rite of Harmony,rare,Legal,{G}{W},,"Whenever a creature or enchantment you control enters this turn, draw a card.\nFlashback {2}{G}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",Instant,,
,,Sorcery,Rite of Oblivion,uncommon,Legal,{W}{B},,"As an additional cost to cast this spell, sacrifice a nonland permanent.\nExile target nonland permanent.\nFlashback {2}{W}{B} (You may cast this card from your graveyard for its flashback cost and any additional costs. Then exile it.)",Sorcery,,
"Plant, Horror",2,Creature — Plant Horror,Rootcoil Creeper,uncommon,Legal,{G}{U},2,"{T}: Add one mana of any color.\n{T}: Add two mana of any one color. Spend this mana only to cast spells from your graveyard.\n{G}{U}, {T}, Exile this creature: Return target card with flashback you own from exile to your hand.",Creature,,
,,Instant,Sacred Fire,uncommon,Legal,{R}{W},,Sacred Fire deals 2 damage to any target and you gain 2 life.\nFlashback {4}{R}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.),Instant,,
Angel,4,Legendary Creature — Angel,"Sigarda, Champion of Light",mythic,Legal,{1}{G}{W}{W},4,"Flying, trample\nHumans you control get +1/+1.\nCoven — Whenever Sigarda attacks, if you control three or more creatures with different powers, look at the top five cards of your library. You may reveal a Human creature card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",Creature,,
,,Instant,Siphon Insight,rare,Legal,{U}{B},,"Look at the top two cards of target opponent's library. Exile one of them face down and put the other on the bottom of that library. You may play the exiled card for as long as it remains exiled, and you may spend mana as though it were mana of any color to cast that spell.\nFlashback {1}{U}{B}",Instant,,
Ooze,3,Legendary Creature — Ooze,"Slogurk, the Overslime",rare,Legal,{1}{G}{U},3,"Trample\nWhenever a land card is put into your graveyard from anywhere, put a +1/+1 counter on Slogurk.\nRemove three +1/+1 counters from Slogurk: Return it to its owner's hand.\nWhen Slogurk leaves the battlefield, return up to three target land cards from your graveyard to your hand.",Creature,,
"Drake, Horror",4,Creature — Drake Horror,Storm Skreelix,uncommon,Legal,{3}{U}{R},2,"Flying\nInstant and sorcery spells you cast cost {1} less to cast.\nWhenever you cast an instant or sorcery spell, this creature gets +2/+0 until end of turn.",Creature,,
